Route Number,ETA,Distance,Route,Time
1,20 min,15.4 miles,I-278 W,Fri Sep 28 10:00:51 2018
1,21 min,15.4 miles,I-278 W,Fri Sep 28 10:01:11 2018
1,21 min,15.4 miles,I-278 W,Fri Sep 28 10:01:30 2018
1,21 min,15.4 miles,I-278 W,Fri Sep 28 10:01:52 2018
1,21 min,15.4 miles,I-278 W,Fri Sep 28 10:02:13 2018
1,21 min,15.4 miles,I-278 W,Fri Sep 28 10:02:32 2018
1,21 min,15.4 miles,I-278 W,Fri Sep 28 10:02:58 2018
1,21 min,15.4 miles,I-278 W,Fri Sep 28 10:03:18 2018
1,21 min,15.4 miles,I-278 W,Fri Sep 28 10:03:38 2018
1,20 min,15.4 miles,I-278 W,Fri Sep 28 10:03:58 2018
1,21 min,15.4 miles,I-278 W,Fri Sep 28 10:04:20 2018
1,21 min,15.4 miles,I-278 W,Fri Sep 28 10:04:40 2018
1,21 min,15.4 miles,I-278 W,Fri Sep 28 10:05:05 2018
1,21 min,15.4 miles,I-278 W,Fri Sep 28 10:05:25 2018
1,21 min,15.4 miles,I-278 W,Fri Sep 28 10:05:44 2018
1,21 min,15.4 miles,I-278 W,Fri Sep 28 10:06:05 2018
1,21 min,15.4 miles,I-278 W,Fri Sep 28 10:06:24 2018
1,21 min,15.4 miles,I-278 W,Fri Sep 28 10:06:50 2018
1,21 min,15.4 miles,I-278 W,Fri Sep 28 10:07:17 2018
1,21 min,15.4 miles,I-278 W,Fri Sep 28 10:07:38 2018
1,21 min,15.4 miles,I-278 W,Fri Sep 28 10:08:05 2018
1,20 min,15.4 miles,I-278 W,Fri Sep 28 10:08:25 2018
1,20 min,15.4 miles,I-278 W,Fri Sep 28 10:08:46 2018
1,20 min,15.4 miles,I-278 W,Fri Sep 28 10:09:12 2018
1,21 min,15.4 miles,I-278 W,Fri Sep 28 10:09:32 2018
1,21 min,15.4 miles,I-278 W,Fri Sep 28 10:09:52 2018
1,21 min,15.4 miles,I-278 W,Fri Sep 28 10:10:12 2018
1,21 min,15.4 miles,I-278 W,Fri Sep 28 10:10:31 2018
1,21 min,15.4 miles,I-278 W,Fri Sep 28 10:10:56 2018
1,21 min,15.4 miles,I-278 W,Fri Sep 28 10:11:16 2018
1,21 min,15.4 miles,I-278 W,Fri Sep 28 10:11:41 2018
1,21 min,15.4 miles,I-278 W,Fri Sep 28 10:12:07 2018
1,21 min,15.4 miles,I-278 W,Fri Sep 28 10:12:33 2018
1,22 min,15.4 miles,I-278 W,Fri Sep 28 10:12:53 2018
1,22 min,15.4 miles,I-278 W,Fri Sep 28 10:13:20 2018
1,23 min,15.4 miles,I-278 W,Fri Sep 28 10:13:39 2018
1,23 min,15.4 miles,I-278 W,Fri Sep 28 10:13:59 2018
1,22 min,15.4 miles,I-278 W,Fri Sep 28 10:14:19 2018
1,22 min,15.4 miles,I-278 W,Fri Sep 28 10:14:43 2018
1,22 min,15.4 miles,I-278 W,Fri Sep 28 10:15:02 2018
