Route Number,ETA,Distance,Route,Time
1,19min,21.8mi,via I-405 S,Fri Sep 28 01:46:13 2018
2,29min,26.0mi,via CA-91 E,Fri Sep 28 01:46:13 2018
1,19min,21.8mi,via I-405 S,Fri Sep 28 01:46:26 2018
2,29min,26.0mi,via CA-91 E,Fri Sep 28 01:46:26 2018
1,19min,21.8mi,via I-405 S,Fri Sep 28 01:46:32 2018
2,29min,26.0mi,via CA-91 E,Fri Sep 28 01:46:32 2018
1,19min,21.8mi,via I-405 S,Fri Sep 28 01:46:38 2018
2,29min,26.0mi,via CA-91 E,Fri Sep 28 01:46:38 2018
1,19min,21.8mi,via I-405 S,Fri Sep 28 01:46:46 2018
2,29min,26.0mi,via CA-91 E,Fri Sep 28 01:46:46 2018
1,19min,21.8mi,via I-405 S,Fri Sep 28 01:46:52 2018
2,29min,26.0mi,via CA-91 E,Fri Sep 28 01:46:52 2018
1,19min,21.8mi,via I-405 S,Fri Sep 28 01:47:01 2018
2,29min,26.0mi,via CA-91 E,Fri Sep 28 01:47:01 2018
1,19min,21.8mi,via I-405 S,Fri Sep 28 01:47:08 2018
2,29min,26.0mi,via CA-91 E,Fri Sep 28 01:47:08 2018
1,19min,21.8mi,via I-405 S,Fri Sep 28 01:47:16 2018
2,29min,26.0mi,via CA-91 E,Fri Sep 28 01:47:16 2018
1,19min,21.8mi,via I-405 S,Fri Sep 28 01:47:29 2018
2,29min,26.0mi,via CA-91 E,Fri Sep 28 01:47:29 2018
1,19min,21.8mi,via I-405 S,Fri Sep 28 01:47:36 2018
2,29min,26.0mi,via CA-91 E,Fri Sep 28 01:47:36 2018
1,19min,21.8mi,via I-405 S,Fri Sep 28 01:47:45 2018
2,28min,26.0mi,via CA-91 E,Fri Sep 28 01:47:45 2018
1,19min,21.8mi,via I-405 S,Fri Sep 28 01:47:52 2018
2,28min,26.0mi,via CA-91 E,Fri Sep 28 01:47:52 2018
1,19min,21.8mi,via I-405 S,Fri Sep 28 01:48:02 2018
2,28min,26.0mi,via CA-91 E,Fri Sep 28 01:48:02 2018
1,19min,21.8mi,via I-405 S,Fri Sep 28 01:48:09 2018
2,28min,26.0mi,via CA-91 E,Fri Sep 28 01:48:09 2018
