routenum,eta,distance,route,time
1,"20 min","15.3 miles","I-278 W / Gowanus Expwy Brooklyn; I-278 W / Verrazano Br / Upper Level, I-278 W / Staten Island Expwy Staten Island","Fri Sep 28 11:01:55 2018"
2,"21 min","15.3 miles","I-278 W / Gowanus Expwy Brooklyn; I-278 W / Verrazano Br / Lower Level, I-278 W / Staten Island Expwy Staten Island","Fri Sep 28 11:01:55 2018"
3,"20 min","15.3 miles","I-278 W / Gowanus Expwy Brooklyn; I-278 W / Staten Island Expwy / HOV Staten Island","Fri Sep 28 11:01:55 2018"
1,"21 min","15.3 miles","I-278 W / Gowanus Expwy Brooklyn; I-278 W / Verrazano Br / Upper Level, I-278 W / Staten Island Expwy Staten Island","Fri Sep 28 11:02:16 2018"
2,"21 min","15.3 miles","I-278 W / Gowanus Expwy Brooklyn; I-278 W / Verrazano Br / Lower Level, I-278 W / Staten Island Expwy Staten Island","Fri Sep 28 11:02:16 2018"
3,"20 min","15.3 miles","I-278 W / Gowanus Expwy Brooklyn; I-278 W / Staten Island Expwy / HOV Staten Island","Fri Sep 28 11:02:16 2018"
1,"21 min","15.3 miles","I-278 W / Gowanus Expwy Brooklyn; I-278 W / Verrazano Br / Upper Level, I-278 W / Staten Island Expwy Staten Island","Fri Sep 28 11:02:37 2018"
2,"21 min","15.3 miles","I-278 W / Gowanus Expwy Brooklyn; I-278 W / Verrazano Br / Lower Level, I-278 W / Staten Island Expwy Staten Island","Fri Sep 28 11:02:37 2018"
3,"20 min","15.3 miles","I-278 W / Gowanus Expwy Brooklyn; I-278 W / Staten Island Expwy / HOV Staten Island","Fri Sep 28 11:02:37 2018"
1,"21 min","15.3 miles","I-278 W / Gowanus Expwy Brooklyn; I-278 W / Verrazano Br / Upper Level, I-278 W / Staten Island Expwy Staten Island","Fri Sep 28 11:02:54 2018"
2,"21 min","15.3 miles","I-278 W / Gowanus Expwy Brooklyn; I-278 W / Verrazano Br / Lower Level, I-278 W / Staten Island Expwy Staten Island","Fri Sep 28 11:02:54 2018"
3,"20 min","15.3 miles","I-278 W / Gowanus Expwy Brooklyn; I-278 W / Staten Island Expwy / HOV Staten Island","Fri Sep 28 11:02:54 2018"
1,"20 min","15.3 miles","I-278 W / Gowanus Expwy Brooklyn; I-278 W / Verrazano Br / Upper Level, I-278 W / Staten Island Expwy Staten Island","Fri Sep 28 11:03:12 2018"
2,"20 min","15.3 miles","I-278 W / Gowanus Expwy Brooklyn; I-278 W / Verrazano Br / Lower Level, I-278 W / Staten Island Expwy Staten Island","Fri Sep 28 11:03:12 2018"
3,"20 min","15.3 miles","I-278 W / Gowanus Expwy Brooklyn; I-278 W / Staten Island Expwy / HOV Staten Island","Fri Sep 28 11:03:12 2018"
1,"20 min","15.3 miles","I-278 W / Gowanus Expwy Brooklyn; I-278 W / Verrazano Br / Upper Level, I-278 W / Staten Island Expwy Staten Island","Fri Sep 28 11:03:30 2018"
2,"20 min","15.3 miles","I-278 W / Gowanus Expwy Brooklyn; I-278 W / Verrazano Br / Lower Level, I-278 W / Staten Island Expwy Staten Island","Fri Sep 28 11:03:30 2018"
3,"20 min","15.3 miles","I-278 W / Gowanus Expwy Brooklyn; I-278 W / Staten Island Expwy / HOV Staten Island","Fri Sep 28 11:03:30 2018"
1,"20 min","15.3 miles","I-278 W / Gowanus Expwy Brooklyn; I-278 W / Verrazano Br / Upper Level, I-278 W / Staten Island Expwy Staten Island","Fri Sep 28 11:03:49 2018"
2,"20 min","15.3 miles","I-278 W / Gowanus Expwy Brooklyn; I-278 W / Verrazano Br / Lower Level, I-278 W / Staten Island Expwy Staten Island","Fri Sep 28 11:03:49 2018"
3,"20 min","15.3 miles","I-278 W / Gowanus Expwy Brooklyn; I-278 W / Staten Island Expwy / HOV Staten Island","Fri Sep 28 11:03:49 2018"
1,"20 min","15.3 miles","I-278 W / Gowanus Expwy Brooklyn; I-278 W / Verrazano Br / Upper Level, I-278 W / Staten Island Expwy Staten Island","Fri Sep 28 11:04:08 2018"
2,"20 min","15.3 miles","I-278 W / Gowanus Expwy Brooklyn; I-278 W / Verrazano Br / Lower Level, I-278 W / Staten Island Expwy Staten Island","Fri Sep 28 11:04:08 2018"
3,"20 min","15.3 miles","I-278 W / Gowanus Expwy Brooklyn; I-278 W / Staten Island Expwy / HOV Staten Island","Fri Sep 28 11:04:08 2018"
1,"20 min","15.3 miles","I-278 W / Gowanus Expwy Brooklyn; I-278 W / Verrazano Br / Upper Level, I-278 W / Staten Island Expwy Staten Island","Fri Sep 28 11:04:26 2018"
